Image Name,Blurry
D:\iNaturalist\test_3000\Bellis_perennis_68997.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_69056.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_69075.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_69133.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_69166.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_69364.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_69553.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_69571.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_69677.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_69699.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_69743.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_69784.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_69799.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_69816.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_70039.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_70134.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_70150.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_70174.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_70199.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_70347.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_70479.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_70547.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_70609.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_70728.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_70969.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_71038.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_71059.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_71242.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_71459.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_71488.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_71638.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_71651.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_71827.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_71989.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_72117.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_72184.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_72259.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_72308.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_72484.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_72515.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_72646.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_72650.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_72839.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_72961.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_72998.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_73030.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_73046.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_73075.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_73138.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_73306.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_73385.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_73458.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_73492.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_73501.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_73508.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_73689.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_74299.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_74493.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_74615.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_74712.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_74786.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_74818.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_74825.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_75099.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_75117.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_75217.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_75279.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_75285.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_75351.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_75380.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_75458.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_75603.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_75644.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_75979.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_76029.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_76089.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_76253.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_76356.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_76371.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_76437.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_76597.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_76603.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_76722.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_76789.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_76869.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_76918.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_76930.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_76934.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_77073.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_77081.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_77266.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_77361.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_77435.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_77455.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_77537.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_77582.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_77586.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_77771.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_77865.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_77887.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_77965.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_78069.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_78240.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_78575.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_78751.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_78906.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_78966.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_78971.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_78993.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_79152.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_79175.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_79184.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_79200.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_79265.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_79323.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_79341.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_79352.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_79396.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_79405.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_79467.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_79640.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_79820.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_80038.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_80046.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_80181.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_80519.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_80574.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_80584.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_80777.jpeg,Yes
D:\iNaturalist\test_3000\Bellis_perennis_80788.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_80883.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_81378.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_81547.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_81585.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_81606.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_81612.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_81662.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_81850.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_81855.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_81884.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_81970.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_82329.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_82382.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_82511.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_82547.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_82731.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_82734.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_82758.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_82899.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_83002.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_83029.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_83084.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_83157.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_83199.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_83230.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_83329.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_83397.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_83407.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_83480.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_83564.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_83609.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_83732.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_83804.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_83942.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_84050.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_84203.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_84391.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_84431.jpeg,No
D:\iNaturalist\test_3000\Bellis_perennis_84549.jpg,No
D:\iNaturalist\test_3000\Bellis_perennis_84573.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_110735.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_110740.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_110750.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_110757.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_110833.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_110847.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_110880.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_110904.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_110936.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_110940.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_110962.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88245.JPG,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88298.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88335.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88341.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88401.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88402.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88411.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88432.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88436.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88472.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88479.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88504.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88609.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88630.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88632.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88640.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88650.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88655.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88687.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88708.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88714.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88774.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88792.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88797.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88800.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88802.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88819.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88861.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88871.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88876.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88883.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88909.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88911.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88959.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88977.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88982.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_88999.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89027.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89035.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89061.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89104.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89145.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89185.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89191.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89247.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89308.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89338.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89375.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89383.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89400.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89402.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89404.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89414.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89435.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89459.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89468.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89489.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89509.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89529.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89554.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89562.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89570.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89591.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89595.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89619.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89676.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89690.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89710.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89721.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89753.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89762.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89876.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89900.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89904.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89918.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89921.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89933.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_89996.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90004.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90028.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90091.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90096.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90099.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90103.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90183.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90207.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90219.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90244.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90258.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90264.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90293.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90296.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90340.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90351.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90444.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90545.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90588.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90602.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90642.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90687.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90690.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90696.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90727.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90741.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90753.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90760.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90812.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90822.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90832.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90879.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90887.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90906.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90937.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90947.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_90968.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_91011.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_91022.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_91029.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_91046.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_91085.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_91087.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_91098.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_91148.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_91150.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_91334.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_91337.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_91342.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_91366.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_91441.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_91484.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_91499.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_91504.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_91538.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_91581.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_91587.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_91619.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_91627.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_91649.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_91681.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_91697.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_91779.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_91784.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_91786.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_91796.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_91810.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_91820.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_91843.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_91916.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_91983.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_91990.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92081.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92085.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92117.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92135.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92170.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92182.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92190.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92247.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92267.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92283.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92289.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92301.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92321.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92347.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92375.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92394.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92409.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92411.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92438.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92447.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92464.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92475.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92507.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92532.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92541.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92609.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92686.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92715.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92726.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92730.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92740.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92770.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92814.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92832.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92841.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92851.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92857.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92863.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92866.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92939.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92961.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92969.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92974.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_92983.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93019.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93037.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93051.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93065.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93066.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93074.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93086.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93136.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93174.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93222.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93226.jpg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93252.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93304.jpeg,No
D:\iNaturalist\test_3000\Leucanthemum_vulgare_93364.jpg,No
